working_hours,tasks_completed,breaks,satisfaction,burnout_risk
45,28,3,10,0
56,38,1,4,2
54,42,2,4,1
42,25,1,5,0
63,21,3,10,1
42,39,5,9,0
60,35,5,8,0
64,24,3,7,1
51,25,6,5,0
54,29,3,9,1
54,33,2,9,1
57,30,4,10,1
50,36,1,10,1
48,35,1,2,1
64,42,5,4,0
45,34,6,8,0
41,26,5,1,0
50,32,2,5,1
47,37,3,8,1
61,27,1,2,2
49,19,2,2,1
58,18,5,8,0
50,42,5,10,0
61,28,1,9,1
55,22,5,7,0
57,23,6,8,0
58,39,5,5,0
43,33,4,1,0
37,17,3,4,0
53,19,5,2,0
54,35,4,3,1
39,40,2,3,0
44,32,5,9,0
51,15,6,10,0
49,22,2,4,1
57,33,5,2,0
59,31,1,3,2
42,31,4,3,0
49,25,4,7,1
55,16,1,8,1
64,20,3,6,1
48,36,6,4,0
54,28,4,6,1
62,17,2,1,2
41,26,6,10,0
55,18,4,8,1
57,26,3,1,1
46,27,2,5,1
51,16,6,2,0
51,16,2,6,1
44,29,1,9,0
64,37,5,5,0
63,43,1,4,2
53,31,6,2,0
48,21,5,3,0
45,44,1,6,0
36,42,5,8,0
52,28,4,8,1
41,26,2,5,0
46,44,5,5,0
60,31,4,10,1
36,28,3,3,0
61,20,1,7,1
54,33,3,6,1
52,38,6,1,0
40,20,4,4,0
58,41,3,6,1
44,32,3,6,0
54,38,4,3,1
49,19,2,6,1
39,38,5,10,0
54,38,6,6,0
37,20,6,9,0
39,16,1,9,0
64,22,5,2,0
59,29,1,4,2
42,29,6,9,0
42,25,5,4,0
42,36,3,8,0
46,36,2,10,1
58,38,3,3,1
57,15,2,3,2
42,32,4,9,0
45,26,1,10,0
48,26,1,8,1
42,39,4,1,0
63,25,5,10,0
64,42,4,2,1
58,22,6,3,0
62,42,4,2,1
44,21,2,3,0
41,37,6,8,0
62,35,4,6,1
51,16,1,7,1
38,25,3,10,0
63,36,2,10,1
47,24,2,6,1
38,17,5,1,0
39,34,3,3,0
60,43,2,1,2
56,24,4,10,1
38,42,2,9,0
52,41,2,9,1
40,32,2,5,0
58,28,5,4,0
58,32,2,9,1
57,42,2,9,1
56,38,5,3,0
36,22,6,5,0
57,24,3,3,1
45,36,6,10,0
62,27,1,2,2
48,35,5,1,0
64,22,5,10,0
39,18,2,2,0
40,41,2,8,0
44,18,1,8,0
42,19,2,3,0
48,15,4,7,1
58,31,2,7,1
37,16,2,2,0
46,44,4,9,1
50,22,1,3,1
62,21,4,2,1
64,29,5,3,0
57,40,4,2,1
51,39,3,8,1
35,19,5,5,0
57,16,2,3,2
44,21,5,5,0
59,22,1,8,1
57,42,1,7,1
44,21,4,6,0
55,44,5,1,0
58,21,2,10,1
36,42,1,1,0
43,28,6,1,0
56,35,2,10,1
47,32,6,8,0
59,20,3,8,1
50,18,6,7,0
52,24,1,6,1
53,32,4,4,1
46,26,3,1,1
42,30,5,9,0
51,39,2,1,1
49,21,1,4,1
44,20,3,3,0
49,42,3,7,1
49,19,1,5,1
57,17,5,5,0
41,26,5,4,0
47,29,4,1,1
51,24,6,5,0
43,40,5,4,0
42,34,4,10,0
54,33,6,8,0
60,30,3,2,1
61,42,1,8,1
55,25,5,1,0
52,22,4,4,1
47,17,3,3,1
50,37,5,5,0
43,21,2,5,0
46,37,3,5,1
46,43,5,4,0
40,21,3,8,0
53,28,1,3,1
62,16,1,4,2
41,24,1,1,0
59,33,6,7,0
37,40,2,1,0
50,23,1,2,1
52,30,2,7,1
50,33,1,1,1
57,32,6,3,0
41,23,3,6,0
38,30,5,6,0
61,27,5,6,0
59,24,1,2,2
64,39,5,2,0
42,34,1,6,0
47,28,1,10,1
47,26,4,5,1
51,39,4,7,1
51,33,4,7,1
39,21,2,5,0
40,37,4,8,0
53,29,1,10,1
47,30,6,6,0
59,41,6,5,0
62,22,3,4,1
60,24,4,7,1
48,18,6,4,0
56,33,4,5,1
38,33,3,5,0
62,42,6,1,0
41,35,1,1,0
42,41,2,3,0
59,29,4,3,1
47,28,6,2,0
61,15,6,2,0
40,30,3,6,0
40,24,1,1,0
58,33,5,6,0
62,44,6,5,0
55,36,2,6,1
64,17,3,5,1
37,19,6,7,0
62,23,6,1,0
37,32,3,3,0
47,25,3,6,1
56,30,4,1,1
36,16,6,7,0
50,26,5,4,0
56,36,2,3,2
63,20,1,10,1
40,25,1,9,0
42,41,5,1,0
57,22,3,8,1
42,26,3,1,0
64,43,3,5,1
59,41,6,10,0
40,44,3,8,0
48,16,3,6,1
37,23,6,7,0
44,29,6,8,0
37,16,5,6,0
61,43,4,6,1
46,15,6,6,0
51,24,2,5,1
61,16,3,8,1
63,26,4,2,1
39,37,1,7,0
64,22,5,4,0
54,19,4,1,1
59,36,6,5,0
43,42,3,3,0
64,15,3,4,1
55,29,3,7,1
60,20,4,5,1
54,26,3,4,1
41,22,6,1,0
56,27,4,6,1
38,33,3,10,0
47,41,1,6,1
47,15,1,7,1
44,25,2,1,0
52,34,3,4,1
51,15,3,9,1
54,44,4,10,1
54,22,4,6,1
47,19,3,2,1
51,31,2,4,1
56,44,3,6,1
38,22,6,4,0
35,39,4,10,0
35,24,3,7,0
49,16,4,3,1
47,23,3,6,1
51,38,5,4,0
58,37,4,3,1
60,17,2,3,2
42,32,5,2,0
52,21,6,3,0
61,29,3,10,1
47,35,6,1,0
57,36,4,3,1
48,34,5,9,0
42,32,6,4,0
42,39,2,3,0
61,17,4,8,1
60,42,5,1,0
49,44,6,5,0
61,37,5,1,0
47,28,5,7,0
41,38,6,5,0
39,16,1,2,0
51,28,3,1,1
62,36,4,7,1
59,25,4,1,1
63,30,4,3,1
50,22,5,6,0
57,21,6,6,0
36,25,3,7,0
56,17,2,1,2
52,31,4,7,1
51,28,6,2,0
64,20,3,6,1
41,22,3,8,0
47,36,1,5,1
52,19,6,10,0
63,41,4,3,1
48,42,5,8,0
64,22,3,8,1
52,16,3,4,1
47,29,2,8,1
45,26,1,5,0
55,31,3,5,1
64,15,3,3,1
55,29,5,7,0
50,28,5,9,0
57,34,2,9,1
51,36,6,1,0
42,30,2,1,0
53,43,2,10,1
54,23,5,5,0
49,15,6,1,0
43,42,5,4,0
54,31,1,1,1
44,43,4,2,0
46,27,4,2,1
55,35,1,4,1
57,40,4,8,1
54,35,6,2,0
64,19,5,9,0
35,24,4,9,0
59,20,6,2,0
54,38,5,1,0
43,33,6,10,0
56,39,1,10,1
49,27,2,9,1
35,15,1,2,0
46,34,4,8,1
37,39,5,3,0
45,29,6,1,0
36,28,4,1,0
50,22,4,10,1
43,24,2,2,0
49,23,4,7,1
46,31,2,6,1
35,23,5,2,0
47,17,5,4,0
48,25,6,2,0
59,26,2,1,2
59,24,1,3,2
42,39,5,4,0
42,31,6,10,0
61,31,1,5,1
64,39,5,5,0
46,25,5,7,0
35,44,6,10,0
45,36,6,8,0
42,18,3,9,0
44,21,4,7,0
64,35,4,5,1
53,40,1,9,1
45,28,4,8,0
41,21,1,10,0
45,38,5,9,0
51,22,3,10,1
35,15,3,8,0
60,38,5,6,0
63,36,6,4,0
55,18,2,9,1
55,43,2,9,1
42,44,4,10,0
57,26,6,10,0
58,38,1,9,1
40,17,3,10,0
56,27,4,3,1
52,34,5,3,0
40,20,6,6,0
39,25,3,6,0
47,37,1,6,1
53,18,1,5,1
56,34,2,5,1
42,30,4,2,0
43,21,5,7,0
51,36,3,4,1
37,43,1,3,0
53,25,3,8,1
45,38,5,4,0
58,15,3,4,1
51,40,4,8,1
55,43,2,1,1
53,41,3,9,1
36,21,6,7,0
42,26,2,2,0
53,21,5,6,0
41,41,2,8,0
62,37,3,5,1
61,21,3,6,1
51,24,6,10,0
40,44,1,8,0
53,30,6,6,0
58,40,3,9,1
40,22,2,9,0
62,23,6,9,0
36,23,6,6,0
40,16,1,9,0
57,27,3,3,1
39,27,3,5,0
53,37,5,2,0
54,37,1,8,1
38,18,5,4,0
56,39,5,6,0
60,38,5,6,0
51,26,4,5,1
45,31,5,1,0
38,16,6,7,0
60,27,2,10,1
47,43,6,8,0
54,32,6,1,0
60,42,3,10,1
51,42,4,7,1
43,41,5,4,0
38,29,3,6,0
57,22,1,9,1
62,29,1,5,1
48,15,3,8,1
53,34,2,5,1
60,24,3,2,1
62,26,3,4,1
37,19,4,2,0
48,23,1,7,1
42,37,1,7,0
58,22,5,3,0
61,30,6,7,0
62,28,3,1,1
35,41,3,1,0
44,39,2,9,0
52,27,1,6,1
50,37,2,5,1
42,35,4,6,0
35,27,5,6,0
46,19,2,1,1
42,30,1,5,0
58,40,4,9,1
50,25,3,4,1
52,36,4,3,1
38,19,6,1,0
40,27,2,2,0
46,42,1,3,1
61,25,2,4,2
43,39,3,7,0
49,33,3,6,1
50,17,1,8,1
58,29,6,9,0
46,21,5,6,0
58,21,4,7,1
57,20,4,4,1
48,17,3,2,1
47,44,2,9,1
59,27,2,9,1
36,21,6,4,0
37,19,5,3,0
60,37,2,10,1
58,32,4,6,1
64,36,2,3,2
56,44,5,1,0
44,22,4,4,0
43,31,2,1,0
60,34,4,2,1
54,41,3,3,1
42,15,3,8,0
44,28,6,10,0
53,31,3,4,1
37,24,2,4,0
58,26,5,10,0
39,30,4,9,0
37,28,1,7,0
60,44,3,2,1
61,41,3,3,1
50,30,1,4,1
51,22,1,4,1
49,37,2,10,1
37,42,4,8,0
46,24,3,10,1
43,43,5,10,0
55,31,2,6,1
46,41,2,3,1
60,44,5,9,0
49,43,5,10,0
36,32,6,8,0
57,34,5,9,0
52,30,1,5,1
54,31,3,3,1
46,30,6,4,0
57,33,1,5,1
38,38,6,9,0
57,38,3,9,1
50,22,6,3,0
57,20,1,7,1
50,20,4,6,1
35,35,3,4,0
56,43,2,5,1
59,23,3,10,1
36,18,3,2,0
64,40,3,7,1
37,26,4,4,0
60,42,1,2,2
55,26,2,6,1
59,37,1,2,2
54,31,6,10,0
51,29,6,2,0
54,23,6,7,0
56,21,1,1,2
55,24,5,7,0
64,30,4,10,1
63,26,5,5,0
35,39,6,1,0
54,21,4,6,1
40,32,1,7,0
63,29,6,1,0
49,20,1,9,1
60,40,4,7,1
60,26,1,1,2
48,25,1,3,1
54,34,2,5,1
49,17,5,4,0
48,16,5,2,0
59,20,5,1,0
55,38,3,4,1
58,36,2,7,1
59,39,6,4,0
60,44,6,9,0
39,19,6,8,0
40,32,5,8,0
51,30,5,5,0
45,22,2,1,0
50,39,1,9,1
46,44,5,2,0
49,40,6,6,0
57,34,1,10,1
38,36,5,5,0
61,25,4,10,1
52,24,3,8,1
55,38,5,3,0
62,39,4,6,1
37,26,2,6,0
56,35,4,10,1
42,42,2,3,0
57,20,5,7,0
37,41,2,4,0
42,34,4,5,0
52,19,3,9,1
44,37,1,6,0
59,23,1,10,1
54,40,3,4,1
51,41,6,8,0
42,43,1,9,0
57,30,5,10,0
45,36,6,5,0
63,28,5,2,0
39,36,4,6,0
60,22,4,8,1
47,41,6,5,0
55,34,6,1,0
57,33,6,8,0
39,28,6,9,0
58,21,2,1,2
61,19,6,8,0
47,32,6,10,0
40,16,4,2,0
63,25,5,4,0
39,36,4,2,0
43,22,1,2,0
61,15,2,10,1
50,41,2,3,1
36,36,5,8,0
35,26,6,4,0
42,16,4,7,0
62,32,1,10,1
53,21,4,3,1
64,40,6,10,0
45,31,6,3,0
62,36,3,2,1
46,44,4,6,1
46,37,5,6,0
41,28,4,1,0
60,38,2,7,1
47,21,1,4,1
61,36,5,3,0
42,39,3,8,0
63,43,1,2,2
63,17,1,9,1
56,41,2,8,1
62,20,2,8,1
60,34,2,3,2
64,16,5,4,0
43,31,4,2,0
41,26,1,2,0
60,26,4,4,1
55,44,4,6,1
58,31,2,5,1
49,41,4,1,1
36,24,1,10,0
57,17,1,1,2
54,34,6,6,0
59,32,3,3,1
46,27,5,3,0
35,26,4,7,0
57,41,5,1,0
56,41,5,1,0
42,44,5,10,0
39,41,6,3,0
49,31,5,8,0
35,18,6,1,0
35,37,1,10,0
59,24,4,4,1
44,25,6,9,0
56,20,3,4,1
44,20,5,10,0
55,41,3,8,1
49,23,1,7,1
51,44,1,3,1
56,29,2,7,1
40,16,5,7,0
37,18,2,10,0
47,19,3,3,1
50,31,4,2,1
42,22,2,9,0
64,22,1,1,2
49,36,5,7,0
51,26,3,4,1
51,35,6,2,0
56,22,1,2,2
60,33,6,8,0
47,17,4,7,1
51,32,5,7,0
40,35,4,5,0
51,33,4,10,1
50,33,5,8,0
48,29,5,2,0
47,20,6,2,0
40,30,4,5,0
37,22,3,1,0
48,30,6,6,0
48,32,5,4,0
49,34,1,6,1
42,30,6,7,0
63,25,2,3,2
49,21,3,8,1
56,31,6,7,0
63,31,5,1,0
61,26,5,6,0
47,27,3,7,1
51,24,2,4,1
55,21,6,2,0
58,28,6,10,0
37,37,4,9,0
62,15,1,7,1
40,31,5,1,0
39,18,6,8,0
56,35,6,3,0
60,19,6,4,0
51,34,2,5,1
57,38,1,1,2
59,37,6,6,0
36,39,3,10,0
60,21,5,6,0
49,24,4,2,1
39,31,3,10,0
60,43,5,6,0
54,44,2,8,1
40,21,1,6,0
40,15,1,4,0
61,21,5,4,0
52,40,3,9,1
52,38,4,6,1
38,25,2,8,0
51,23,5,8,0
59,26,2,7,1
48,17,1,3,1
48,18,6,10,0
47,18,6,1,0
41,42,4,5,0
46,39,2,10,1
57,27,5,10,0
49,37,4,2,1
53,33,3,10,1
45,24,6,2,0
49,19,5,7,0
46,21,2,3,1
37,38,4,8,0
51,30,5,9,0
37,15,4,8,0
53,26,4,6,1
54,16,4,5,1
38,21,2,3,0
37,25,5,3,0
60,43,1,7,1
50,44,1,5,1
46,27,2,6,1
42,16,2,6,0
58,21,6,9,0
63,29,4,1,1
63,39,5,8,0
51,25,5,10,0
41,16,3,5,0
45,21,3,6,0
52,18,1,6,1
35,25,3,1,0
37,43,3,3,0
38,16,1,6,0
47,43,6,9,0
40,30,1,6,0
60,21,3,6,1
48,27,5,1,0
39,19,3,9,0
50,31,4,4,1
49,35,4,2,1
49,26,4,1,1
64,42,6,3,0
38,33,2,3,0
42,21,4,5,0
61,20,5,1,0
50,22,6,7,0
62,27,2,1,2
50,19,2,4,1
64,16,4,6,1
38,23,3,1,0
47,44,1,7,1
60,25,3,10,1
62,38,3,7,1
47,20,2,3,1
36,43,2,4,0
37,40,6,6,0
56,21,6,7,0
42,39,2,4,0
58,21,5,10,0
49,33,5,9,0
45,20,1,9,0
43,25,2,9,0
41,43,4,10,0
47,25,6,6,0
36,21,2,2,0
42,16,5,2,0
41,33,2,4,0
58,18,5,9,0
46,40,2,3,1
53,20,4,6,1
41,31,1,2,0
44,39,4,1,0
63,19,5,5,0
59,43,6,8,0
50,42,6,10,0
37,44,3,10,0
64,21,4,2,1
44,23,2,10,0
40,39,1,9,0
52,15,2,8,1
52,15,2,3,1
39,33,4,1,0
55,20,1,4,1
63,32,3,8,1
41,24,2,3,0
62,42,1,10,1
36,25,3,2,0
45,15,2,7,0
64,15,1,4,2
47,27,4,6,1
57,19,6,5,0
39,34,6,2,0
64,15,2,10,1
40,34,2,2,0
58,17,1,9,1
60,32,6,10,0
63,23,2,2,2
48,28,3,8,1
46,41,2,8,1
38,31,6,1,0
63,37,5,1,0
57,28,6,4,0
40,43,3,2,0
44,18,1,1,0
52,19,3,9,1
49,40,5,3,0
42,35,5,1,0
60,31,2,2,2
43,36,2,8,0
39,43,6,5,0
44,39,4,7,0
54,16,3,6,1
40,37,6,1,0
50,36,4,6,1
58,19,6,7,0
61,18,5,4,0
37,18,2,8,0
44,20,2,8,0
45,34,6,7,0
45,35,2,2,0
51,27,1,6,1
38,36,6,6,0
38,19,5,7,0
51,37,6,6,0
43,39,6,2,0
53,40,2,8,1
39,37,5,4,0
56,21,6,9,0
58,34,2,8,1
40,15,3,3,0
37,28,5,3,0
56,38,4,8,1
35,18,1,2,0
54,31,4,9,1
56,35,5,4,0
50,28,6,6,0
57,30,2,3,2
45,28,5,3,0
47,30,1,3,1
61,38,5,10,0
44,34,2,2,0
37,43,4,8,0
43,42,3,9,0
62,22,4,8,1
46,38,2,10,1
57,17,2,3,2
48,39,1,7,1
35,33,5,10,0
52,15,5,2,0
51,16,4,4,1
61,29,3,6,1
43,36,3,5,0
43,42,1,9,0
57,24,2,10,1
44,32,1,4,0
53,36,5,5,0
63,28,6,4,0
49,31,6,8,0
39,41,6,8,0
49,27,2,3,1
54,15,1,1,1
57,19,4,6,1
64,40,5,2,0
59,27,6,2,0
62,41,3,3,1
36,39,1,8,0
47,28,5,3,0
58,38,5,7,0
50,17,3,10,1
49,29,3,10,1
59,33,3,9,1
44,31,6,8,0
48,44,6,1,0
44,17,1,7,0
59,30,3,7,1
48,28,4,8,1
60,26,5,10,0
64,42,3,5,1
57,26,5,10,0
43,43,2,9,0
59,25,2,9,1
48,31,3,8,1
37,22,5,6,0
54,31,2,6,1
50,35,3,1,1
36,39,5,6,0
44,37,3,4,0
37,34,6,4,0
45,25,5,2,0
45,39,2,4,0
55,39,3,5,1
55,16,2,5,1
56,24,3,5,1
47,24,1,4,1
41,25,2,1,0
57,42,2,10,1
51,20,4,8,1
64,18,6,3,0
36,38,2,2,0
46,26,5,9,0
59,25,3,7,1
44,37,1,9,0
52,37,5,2,0
56,41,5,9,0
61,40,5,10,0
45,39,5,9,0
50,27,1,9,1
51,19,4,10,1
53,20,6,10,0
52,15,2,4,1
37,20,5,10,0
55,32,2,3,1
61,36,2,6,1
60,23,5,3,0
50,38,4,9,1
40,39,2,3,0
59,43,3,2,1
46,29,2,8,1
45,40,6,6,0
49,22,5,8,0
49,33,1,7,1
50,38,2,3,1
44,30,4,8,0
46,20,3,10,1
62,43,3,1,1
47,20,1,1,1
38,36,6,10,0
41,17,1,8,0
56,24,6,9,0
36,15,2,10,0
60,42,5,6,0
61,28,4,5,1
61,18,3,2,1
61,40,1,9,1
49,26,4,6,1
42,20,6,8,0
41,25,5,9,0
49,26,3,9,1
57,24,3,8,1
48,32,6,10,0
42,21,5,8,0
62,21,3,3,1
46,25,5,3,0
47,18,3,2,1
64,34,2,1,2
45,15,6,4,0
51,27,5,2,0
63,32,4,2,1
51,23,2,5,1
58,40,4,4,1
38,38,6,1,0
55,38,3,9,1
42,23,4,4,0
39,37,2,5,0
60,43,5,7,0
50,23,1,2,1
38,24,4,8,0
62,42,1,2,2
56,16,6,10,0
63,20,4,5,1
49,29,4,2,1
46,17,5,2,0
39,25,3,4,0
64,20,2,4,2
57,17,2,8,1
50,38,2,6,1
48,25,6,10,0
44,29,3,8,0
41,27,1,7,0
47,34,2,10,1
54,42,1,4,1
62,24,3,2,1
63,20,6,9,0
39,29,3,2,0
63,39,5,1,0
37,32,2,8,0
49,32,6,10,0
38,21,5,9,0
49,29,2,1,1
48,32,3,7,1
54,32,3,2,1
53,34,4,6,1
47,23,4,5,1
44,38,3,1,0
55,16,3,2,1
39,22,1,2,0
61,34,1,10,1
57,16,5,10,0
54,25,4,6,1
63,40,4,1,1
54,21,3,4,1
59,20,3,10,1
40,44,5,5,0
38,24,6,2,0
36,19,6,2,0
56,25,6,7,0
50,15,4,7,1
52,16,1,6,1
39,38,6,1,0
56,15,2,3,2
38,33,5,9,0
64,16,6,10,0
47,35,2,1,1
53,34,6,2,0
57,43,1,8,1
36,37,1,7,0
47,35,6,9,0
45,38,2,10,0
64,18,5,4,0
56,26,2,4,2
63,36,5,7,0
38,34,6,1,0
56,32,5,10,0
54,15,3,9,1
54,44,4,2,1
49,44,4,1,1
38,15,1,7,0
43,38,3,6,0
41,28,4,3,0
53,18,6,1,0
53,19,5,5,0
40,25,5,10,0
40,38,2,4,0
54,42,2,5,1
49,37,5,1,0
49,27,6,1,0
59,30,5,5,0
54,38,2,6,1
43,27,4,5,0
38,38,1,2,0
52,36,2,9,1
52,40,6,5,0
39,16,4,5,0
54,30,4,10,1
57,20,4,9,1
64,28,3,3,1
45,15,3,5,0
39,31,4,5,0
56,25,6,2,0
60,33,5,4,0
38,17,6,2,0
63,25,3,5,1
46,43,2,10,1
36,19,3,2,0
47,31,5,10,0
44,40,1,9,0
43,36,3,10,0
44,21,6,6,0
41,24,6,8,0
38,42,4,9,0
53,43,4,8,1
44,25,4,5,0
64,17,1,5,1
37,34,5,6,0
59,24,2,1,2
55,41,6,8,0
63,24,6,2,0
53,28,5,6,0
55,26,1,9,1
36,29,4,3,0
61,24,5,2,0
54,44,2,10,1
44,24,4,5,0
36,40,2,9,0
36,33,3,6,0
62,15,2,8,1
58,38,4,8,1
51,43,3,7,1
50,40,4,5,1
50,24,6,2,0
48,16,4,10,1
41,31,3,10,0
55,44,2,5,1
45,38,6,7,0
58,21,1,7,1
35,21,1,2,0
45,34,1,7,0
57,41,1,6,1
55,23,5,7,0
38,36,1,8,0
41,16,3,4,0
60,28,1,1,2
49,31,4,8,1
52,15,1,8,1
46,23,2,3,1
51,34,3,3,1
35,35,3,5,0
45,33,6,3,0
62,18,5,5,0
35,42,4,8,0
49,22,3,1,1
62,27,2,2,2
55,18,1,2,1
44,23,3,4,0
41,23,2,9,0
36,36,1,2,0
44,32,5,9,0
58,26,3,7,1
38,24,3,10,0
46,25,2,8,1
53,21,6,1,0
60,23,4,5,1
45,20,5,9,0
42,33,4,4,0
52,30,3,2,1
45,44,4,6,0
45,29,1,2,0
47,21,5,3,0
37,30,4,8,0
46,19,1,3,1
37,30,2,2,0
44,15,4,6,0
61,33,5,3,0
51,19,1,1,1
56,21,4,3,1
36,33,2,6,0
51,36,4,3,1
50,19,1,9,1
36,43,4,7,0
62,31,5,5,0
56,40,3,2,1
64,36,1,9,1
54,44,1,5,1
40,22,1,7,0
62,43,1,9,1
59,43,4,4,1
63,15,5,9,0
44,16,2,1,0
62,44,5,6,0
44,29,1,2,0
42,34,6,8,0
35,42,4,5,0
47,32,6,3,0
58,25,4,2,1
43,39,1,8,0
56,24,4,7,1
44,38,1,9,0
49,38,5,8,0
39,18,3,4,0
56,19,4,2,1
50,18,1,2,1
47,27,6,2,0
56,39,1,6,1
59,27,6,7,0
54,32,4,6,1
52,43,2,2,1
45,41,6,4,0
61,38,1,3,2
43,16,4,4,0
50,30,1,5,1
36,15,2,7,0
60,40,3,9,1
59,33,2,2,2
36,23,5,8,0
46,42,4,3,1
42,17,2,9,0
43,39,3,10,0
46,21,1,4,1
60,43,4,3,1
43,24,6,10,0
44,15,2,6,0
59,24,3,10,1
36,35,2,9,0
50,23,5,7,0
54,42,4,4,1
41,29,1,3,0
62,29,3,10,1
36,17,2,4,0
35,39,4,3,0
53,19,2,3,1
62,23,4,9,1
38,40,5,4,0
58,36,2,9,1
56,23,5,10,0
61,37,6,5,0
36,21,6,7,0
59,38,3,5,1
48,37,5,1,0
36,26,4,2,0
63,39,3,5,1
49,41,2,6,1
46,23,2,7,1
39,20,4,2,0
62,37,1,10,1
54,16,1,9,1
63,23,2,6,1
41,42,4,2,0
58,43,1,2,2
55,31,5,3,0
44,15,2,1,0
48,33,6,9,0
48,42,5,10,0
39,20,4,4,0
52,19,6,5,0
58,16,5,7,0
48,23,1,1,1
36,44,1,3,0
60,43,6,3,0
46,40,3,2,1
56,28,2,8,1
58,18,6,5,0
40,18,4,1,0
38,35,2,2,0
47,29,5,1,0
38,22,4,6,0
56,40,4,9,1
48,18,1,7,1
50,30,5,5,0
63,35,1,3,2
38,42,1,8,0
58,18,3,10,1
59,44,1,4,2
35,30,2,9,0
47,36,4,5,1
38,26,1,6,0
54,30,6,5,0
52,33,2,10,1
40,22,5,7,0
37,20,4,7,0
57,24,6,1,0
47,19,6,2,0
61,43,5,7,0
50,32,6,8,0
61,24,2,4,2
39,24,5,6,0
38,21,6,10,0
55,32,5,3,0
42,15,5,7,0
53,21,1,3,1
48,35,1,7,1
41,15,1,8,0
48,29,6,3,0
40,18,4,2,0
46,42,2,6,1
50,43,6,4,0
51,34,1,8,1
47,24,5,2,0
57,37,6,4,0
48,23,5,2,0
63,16,5,2,0
41,42,5,2,0
48,28,3,1,1
49,30,4,4,1
46,15,2,2,1
51,16,2,9,1
43,21,1,9,0
56,43,3,7,1
49,24,6,6,0
46,36,6,3,0
36,34,2,7,0
39,15,4,1,0
47,27,5,9,0
61,15,1,4,2
54,19,4,6,1
57,30,2,6,1
42,29,3,3,0
61,31,1,4,2
48,42,2,10,1
49,37,6,3,0
45,30,1,6,0
35,27,2,1,0
55,25,6,8,0
37,31,6,8,0
51,31,5,9,0
62,16,3,6,1
53,27,5,1,0
48,28,2,3,1
56,25,4,1,1
64,42,5,5,0
57,24,4,3,1
42,17,6,2,0
47,43,2,3,1
61,41,3,9,1
54,31,4,8,1
37,29,2,3,0
39,23,4,2,0
43,24,5,5,0
63,22,2,1,2
40,35,5,4,0
59,27,1,8,1
56,41,2,1,2
36,32,4,5,0
47,19,1,4,1
39,20,5,6,0
62,44,5,7,0
61,31,4,9,1
59,25,1,1,2
42,34,6,10,0
57,30,3,4,1
35,23,4,6,0
54,16,5,10,0
46,19,2,7,1
57,15,1,7,1
45,18,6,8,0
41,18,3,10,0
49,36,2,8,1
56,40,1,8,1
58,39,6,8,0
45,17,4,8,0
63,23,6,6,0
56,36,4,9,1
60,37,1,3,2
50,26,6,6,0
37,24,3,5,0
54,16,6,8,0
48,25,1,4,1
37,24,2,4,0
35,44,2,10,0
60,36,6,10,0
55,20,6,5,0
49,32,4,6,1
35,16,1,4,0
51,44,4,2,1
36,16,3,2,0
63,24,2,3,2
54,30,5,2,0
40,26,5,1,0
42,15,1,8,0
63,35,1,5,1
50,22,5,10,0
53,30,1,1,1
35,32,2,9,0
37,27,3,8,0
62,29,3,4,1
37,35,4,8,0
39,26,2,10,0
61,22,1,7,1
46,24,1,7,1
46,28,4,1,1
54,19,4,6,1
47,32,1,4,1
54,33,1,10,1
43,29,2,10,0
41,20,4,10,0
38,41,2,2,0
53,25,6,10,0
56,35,1,7,1
53,25,5,9,0
40,34,5,5,0
61,34,6,8,0
47,35,1,5,1
45,32,4,7,0
47,39,5,7,0
47,32,4,9,1
62,24,5,3,0
59,16,4,1,1
56,40,5,2,0
62,44,4,6,1
54,23,6,10,0
49,28,2,10,1
55,33,4,9,1
47,24,2,3,1
56,37,2,10,1
45,18,1,2,0
53,43,6,1,0
42,43,2,2,0
54,20,3,3,1
42,28,2,7,0
44,18,4,2,0
60,40,2,5,1
50,29,4,2,1
53,30,4,7,1
60,21,3,10,1
57,31,2,8,1
45,33,2,8,0
47,43,5,8,0
62,33,5,10,0
43,31,1,9,0
54,20,4,1,1
58,43,3,1,1
53,25,5,10,0
50,30,2,2,1
41,44,1,6,0
53,39,3,1,1
46,22,6,5,0
49,25,2,5,1
57,21,2,4,2
48,40,6,5,0
45,38,4,1,0
60,36,4,6,1
44,39,5,7,0
61,33,5,8,0
45,40,2,2,0
40,24,2,7,0
36,23,5,6,0
45,18,6,9,0
53,37,5,8,0
40,29,2,4,0
48,27,3,9,1
54,39,2,1,1
40,16,3,6,0
51,16,3,8,1
44,30,2,4,0
62,23,1,2,2
35,42,5,2,0
37,27,4,10,0
42,17,2,1,0
42,23,3,5,0
61,27,2,6,1
54,35,5,4,0
56,36,6,4,0
49,16,3,5,1
58,22,4,5,1
41,41,4,9,0
45,23,4,8,0
41,30,6,9,0
63,16,1,3,2
38,20,3,3,0
59,36,6,1,0
46,22,3,10,1
60,40,6,6,0
40,42,6,4,0
48,19,1,8,1
46,23,3,2,1
45,15,6,2,0
53,23,1,7,1
55,24,2,5,1
39,37,5,1,0
48,18,6,7,0
55,17,4,7,1
58,44,1,10,1
50,24,1,6,1
59,29,6,4,0
47,25,1,8,1
59,28,2,2,2
63,20,1,2,2
56,26,5,2,0
56,27,5,3,0
59,31,4,6,1
54,30,2,1,1
56,17,5,2,0
38,16,6,10,0
45,25,3,2,0
51,43,3,1,1
